Date,Open,High,Low,Close,Adj Close,Volume,rtn,MA
2022-01-31,170.2015,172.4479988,167.63950035,169.8614998,168.390973,105422300.0,,
2022-02-28,169.635262,171.58526284210527,167.58052389473684,169.83000094736843,168.53945515789474,85658752.63157895,-0.00018543844643226226,169.8457503736842
2022-03-31,164.8069557826087,167.16434847826085,162.9391307826087,165.31043539130434,164.08809830434782,94817395.6521739,-0.02661229188513481,167.57021816933639
2022-04-29,167.47900090000002,169.51850045,165.08300165,166.8209991,165.5874947,84389780.0,0.009137739581412507,166.06571724565217
2022-05-31,148.32428557142856,150.95095247619048,145.36428404761904,148.43047661904762,147.50496276190475,114335252.38095239,-0.11024105226661707,157.6257378595238
2022-06-30,139.94571433333334,141.91904695238094,138.1114299047619,139.7985731904762,138.96876238095237,83290466.66666667,-0.058154522071134584,144.1145249047619
2022-07-29,148.436499,150.76599955,147.1415002,149.67049935,148.78208695,72356270.0,0.07061535703996968,144.7345362702381
2022-08-31,166.9565224347826,168.58956573913042,165.53391295652173,166.8852180869565,166.085828,65662591.30434783,0.11501744707018324,158.27785871847826
2022-09-30,153.28428566666668,155.30857257142856,150.8933330952381,153.00285566666668,152.30592495238093,99272514.28571428,-0.083185093200144,159.9440368768116
2022-10-31,144.1057157142857,146.8004773809524,142.480476,145.0133331904762,144.35279838095238,88959033.33333333,-0.052218126526974884,149.00809442857144
2022-11-30,146.05714276190477,148.0328550952381,143.50809438095237,145.84333147619049,145.38567614285716,82135604.76190476,0.005723599805985247,145.42833233333334
2022-12-30,138.73571595238096,140.1666667142857,136.2771435238095,137.87666661904763,137.47631757142858,79796723.8095238,-0.05462481401450603,141.85999904761906
2023-01-31,135.12600025,137.2714986,133.73700065,135.77899945,135.38474125,72182625.0,-0.015214083865571548,136.8278330345238
2023-02-28,150.226316,152.29684210526315,149.01158057894736,150.96842084210527,150.67496610526317,68799942.10526316,0.11186870910548086,143.37371014605264
2023-03-31,154.4552181304348,156.36304430434782,153.24130391304348,154.96478208695652,154.75073447826088,66098547.82608695,0.02647150458724723,152.9666014645309
2023-04-28,164.43736973684213,165.92579015789474,163.55263157894737,165.04579015789474,164.8178172631579,51037352.631578945,0.06505354271579855,160.00528612242562
2023-05-31,172.51045572727273,173.75272777272727,171.4445454090909,172.62272772727272,172.52619436363636,57961613.63636363,0.04590809351834624,168.83425894258374
2023-06-30,182.2437505625,183.9568748125,181.01437475,182.7381249375,182.7381249375,63477993.75,0.05859829318772336,177.68042633238636
